"adjid","item1","quantity1","supplier1","item1_unitprice","item1_total","supplier1_quotation_date","supplier1_quotation","supplier2","supplier2_unitprice1","supplier2_total1","supplier2_quotation_date","supplier2_quotation","supplier3","supplier3_unitprice1","supplier3_total1","supplier3_quotation_date","supplier3_quotation","description","specifications","award1","pr_number","date_created","section_code","remarks","direct_purchase1","direct_purchase2","direct_purchase3","direct_purchase4","direct_purchase5","direct_purchase6","direct_purchase7","direct_purchase8","direct_purchase9","direct_purchase10","service_type","ace","ace_spec","proc_ref","region"
"D23042640","may 2023 rent","1","Z.A.S.","2510971.00","2510971.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZAS May 2023","specs/","Z.A.S.","10248209","2023-04-26 14:39:06","523001",,"direct_purchases/ZAS May 2023 Invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23042646","undergound water levies for zetdc feb, mar and apr","1","Upper Manyame","1561336.00","1561336.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Upper Manyame underground water levies","specs/","Upper Manyame","10248233","2023-04-26 14:52:26","523001",,"direct_purchases/ZESA RTGS INVOICE (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc474000","harare"
"D23042648","may 2023 rent","1","Rod Bell Real Estate","550000.00","550000.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rodbell May 2023 rent scso Maindidze","specs/","Rod Bell Real Estate","10248207","2023-04-26 14:42:51","523001",,"direct_purchases/Rodbell May 2023 - 12 Frederick Booth Ave..docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23042661","may 2023 rent","1","JJ MAINTENANCE","1690000.00","1690000.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance May 2023 rent for SCSO Njenda","specs/","JJ MAINTENANCE","10248170","2023-04-26 14:59:37","523001",,"direct_purchases/Invocie for rent - May 2023- 2365 Mt Pleasant , harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23042663","may 2023 rent","1","JJ MAINTENANCE","1560000.00","1560000.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance May 2023 rent Mwale","specs/","JJ MAINTENANCE","10248163","2023-04-26 14:55:09","523001",,"direct_purchases/Invocie for rent - april 2023 - 13 Campbelton road , bluffhil harare (2).pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23042671","may rent","1","Crusader Real Estate","1190000.00","1190000.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," May 2023 rent for Eng Tachiona ","specs/","Crusader Real Estate","10248228","2023-04-26 14:34:53","523001",,"direct_purchases/Crusader  May 2023 INVOICE.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23042694","may 2023 rent","1","Guest and Tanner","5087587.00","5087587.00","2023-04-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner May 2023 rent for Ruwa Depot","specs/","Guest and Tanner","10248175","2023-04-26 15:05:52","523001",,"direct_purchases/SHUMBA CLOSE MAY RENT ADVICE NOTE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23050293","may 2023 rent","1","Sandeven","854267.00","854267.00","2023-05-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sandavan holdings May 2023 rent for Mr Makove, Projects","specs/","Sandeven","10248404","2023-05-02 14:19:40","523001",,"direct_purchases/Sandavan May  inv. 2023.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23050296","may 2023 rent","1","zoomway","1050000.00","1050000.00","2023-05-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Zoomway May 2023 for SCSO Satande","specs/","zoomway","10248403","2023-05-02 14:15:23","523001",,"direct_purchases/Zetdc May 2023  invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23051870","rabbles removal","1","Chenesa Nyika waste removal","200.00","200.00","2023-05-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," RABBLES REMOVAL","specs/","Chenesa Nyika waste removal","10249175","2023-05-18 08:12:30","523001",,"direct_purchases/(QUOTATION) ZETDC-2.pdf",,,,,,,,,,"Direct Purchase",,,"acc474020","harare"
"D23051871","June 2023 rent","1","Rod Bell Real Estate","550000.00","550000.00","2023-05-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rodbell rental for the month of June 2023 for SCSO Maindidze Waterfalls depot","specs/","Rod Bell Real Estate","10249179","2023-05-18 08:20:53","523001",,"direct_purchases/Rodbell June 2023 -13 campbelton road , blufhill ,harare-1.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23051991","June 2023 rent","1",,"0.00","0.00","2023-05-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rodbell rental for the month of June 2023 for SCSO Maindidze Waterfalls depot","specs/","Rod Bell Real Estate","10249179","2023-05-19 08:07:16","523001",,"direct_purchases/1684483636Rodbell June 2023 -13 campbelton road , blufhill ,harare-1.docx",,,,,,,,,,,,,"acc474010","harare"
"D2305224","June 2023 rent","1","JJ MAINTENANCE","2100000.00","2100000.00","2023-05-22","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance June 2023 rental for SCSO Mwale","specs/","JJ MAINTENANCE","10249330","2023-05-22 10:17:03","523001",,"direct_purchases/Invocie for rent - June 2023 - 13 Campbelton road , bluffhil harare (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23052254","June 2023 rent","1","JJ MAINTENANCE","2240000.00","2240000.00","2023-05-22","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance for SCSO Njenda ","specs/","JJ MAINTENANCE","10249335","2023-05-22 10:12:16","523001",,"direct_purchases/Invocie for rent -  june 2023- 2365 Mt Pleasant , harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23052295","June 2023 rent","1","JJ MAINTENANCE","1680000.00","1680000.00","2023-05-22","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance June 2023 rental for SCSO Maorera Mabvuku depot","specs/","JJ MAINTENANCE","10249333","2023-05-22 10:14:59","523001",,"direct_purchases/Invocie for rent - June 2023- 213 Fidelity , Manresa , harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23052932","borehore repairs","1","Findtech trading","3000000.00","3000000.00","2023-05-28","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," fishout submissible pump 150meters","specs/","Findtech trading","10249508","2023-05-29 09:18:56","523001",,"direct_purchases/WhatsApp Image 2023-05-29 at 10.00.14.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D23053194","COFFE MACHINE INGRIDIENTS ","1","Refresh Beverage","804.00","804.00","2023-05-31","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," coffe machine ingredients ","specs/","Refresh Beverage","10249720","2023-05-31 12:28:28","523001",,"direct_purchases/ZETDC WAYNE STREET .pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D23060174","May 2023 refuse collection","1","Chenesa Nyika waste removal","320.00","320.00","2023-06-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," May 2023 refuse collection Projects","specs/","Chenesa Nyika waste removal","10249775","2023-06-01 10:09:19","523001",,"direct_purchases/WhatsApp Image 2023-06-01 at 12.07.49.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23060190","June 2023 rent","1","Sandeven","2190492.00","2190492.00","2023-06-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," 2023 June Rentals for E Makove Projects ","specs/","Sandeven","10249780","2023-06-01 09:55:48","523001",,"direct_purchases/Sandavan June  inv. 2023.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2306054","water delivery","2","borehole clinic","215000.00","430000.00","2023-06-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Bulk water delivery for EM's residence Dorset","specs/","borehole clinic","10249893","2023-06-05 14:17:19","523001",,"direct_purchases/WhatsApp Image 2023-06-05 at 16.16.35 (1).jpeg",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D2306056","newsday monday -saturday","1","Alpha Media Holdings","483600.00","483600.00","2023-06-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Newsday 5 copies per week for 6 months for the period from 10 June-December 2023","specs/","Alpha Media Holdings","10249811","2023-06-05 14:27:42","523001",,"direct_purchases/WhatsApp Image 2023-06-05 at 16.23.48.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D23060566","Newspaper the standard","1","Alpha Media Holdings","80600.00","80600.00","2023-06-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," The Standard 5 copies per week for 6 months start 11 June-December 2023","specs/","Alpha Media Holdings","10249900","2023-06-05 14:30:00","523001",,"direct_purchases/WhatsApp Image 2023-06-05 at 16.23.20.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D23060583","Zimbabwe Independent","1","Alpha Media Holdings","158600.00","158600.00","2023-06-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Zimbabwe independent : 5 copies per week for 6 months from 9 June-December 2023","specs/","Alpha Media Holdings","10249899","2023-06-05 14:23:51","523001",,"direct_purchases/WhatsApp Image 2023-06-05 at 16.23.16.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D23060597","security services","1","safeguard","459130.00","459130.00","2023-06-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Safeguard security service for 50 Dunkeld road for the period of June,July ,August 2023
","specs/","safeguard","10249888","2023-06-05 14:08:37","523001",,"direct_purchases/safeguard june july august 2023.pdf",,,,,,,,,,"Direct Purchase",,,"acc474030","harare"
"D23060669","rentals for Satande","1","zoomway","3850000.00","3850000.00","2023-06-06","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," June 2023 rentals for senior customer services Satande borrowdale depot","specs/","zoomway","10249945","2023-06-06 09:56:50","523001",,"direct_purchases/Zetdc June 2023  invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23060674","Newspaper the standard","1",,"0.00","0.00","2023-06-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," The Standard 5 copies per week for 6 months start 11 June-December 2023","specs/","Alpha Media Holdings","10249900","2023-06-06 07:15:14","523001",,"direct_purchases/1686035714WhatsApp Image 2023-06-05 at 16.23.20.jpeg",,,,,,,,,,,,,"acc473810","harare"
"D23061263","Netone bill","1","Netone","870734.00","870734.00","2023-06-12","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Netone account number 4662051 postpaid for statistical metering for Harare region invoice number 42700137 invoice period 01/04/2023 to 30/04/2023","specs/","Netone","10250182","2023-06-12 10:51:46","523001",,"direct_purchases/WhatsApp Image 2023-06-12 at 12.47.44.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473310","harare"
"D23061389","June 2023 rent variance rate on the date of paymen","1","Crusader Real Estate","2123165.00","2123165.00","2023-06-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Crusader June rent variance rate","specs/","Crusader Real Estate","10250248","2023-06-13 13:48:23","523001",,"direct_purchases/ZETDC JUNE 2023 VARIENCE INVOICE.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23061916","July 2023 rent","1","Rod Bell Real Estate","550000.00","550000.00","2023-06-19","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rodbell July 2023 rental for SCSO Maindidze Waterfalls depot","specs/","Rod Bell Real Estate","10250419","2023-06-19 10:12:56","523001",,"direct_purchases/WhatsApp Image 2023-06-19 at 11.27.34.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23061970","June 2023 rent","1","Rod Bell Real Estate","550000.00","550000.00","2023-06-19","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rodbell June 2023 rental for SCSO Maindidze Waterfalls depot","specs/","Rod Bell Real Estate","10250411","2023-06-19 10:10:26","523001",,"direct_purchases/WhatsApp Image 2023-06-16 at 15.35.53.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23062326","July 2023 rent","1","JJ MAINTENANCE","11700000.00","11700000.00","2023-06-23","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance July rent for SCSO Mwale Southerton depot","specs/","JJ MAINTENANCE","10250714","2023-06-23 14:54:00","523001",,"direct_purchases/Invocie for rent - July 2023 - 13 Campbelton road , bluffhil harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23062335","July 2023 rent","1","Guest and Tanner","4500.00","4500.00","2023-06-23","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," GUEST AND TANNER JULY RENT RUWA DEPOT","specs/","Guest and Tanner","10250960","2023-06-23 14:47:23","523001",,"direct_purchases/July  Rent Invoice - ZETDC - 654 SHUMBA CLOSE RUWA.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23062368","July 2023 rent","1","JJ MAINTENANCE","12480000.00","12480000.00","2023-06-23","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintanence July rent for SCSO Njenda Glenview depot","specs/","JJ MAINTENANCE","10250713","2023-06-23 14:51:34","523001",,"direct_purchases/Invocie for rent -  july 2023- 2365 Mt Pleasant , harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23062390","July 2023 rent","1","Guest and Tanner","1000000.00","1000000.00","2023-06-23","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and tanner july 2023 rent for DM Mbavarira  East ","specs/","Guest and Tanner","10250689","2023-06-23 14:44:39","523001",,"direct_purchases/2032 WESTGATE JULY 2023 RENT ADVICE NOTE.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23062395","July 2023 rent","1","JJ MAINTENANCE","9240000.00","9240000.00","2023-06-23","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintanance July rent for scso Maorera","specs/","JJ MAINTENANCE","10250694","2023-06-23 14:49:26","523001",,"direct_purchases/Invocie for rent - July 2023- 213 Fidelity , Manresa , harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23062870","July 2023 rent","1","Z.A.S.","2510.00","2510.00","2023-06-28","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZAS July 2023 rent for ZETDC Showground offices","specs/","Z.A.S.","10250897","2023-06-28 14:25:16","523001",,"direct_purchases/ZAS JULY INVOICE.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23070546","July 2023 rent","1","Sandeven","5377601.00","5377601.00","2023-07-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sandavan July 2023 rent for E. Makove","specs/","Sandeven","10251118","2023-07-05 08:28:06","523001",,"direct_purchases/Sandavan July  inv. 2023.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23071133","newspapaer for RMT","1","Alpha Media Holdings","100.00","100.00","2023-07-11","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Alpha Media  Holdings for RMT members  for 6 months
NEWSDAY   mon - fr
independent  5 copies per week
standard 5 copies per week","specs/","Alpha Media Holdings","10251396","2023-07-11 14:22:50","523001",,"direct_purchases/WhatsApp Image 2023-07-11 at 16.21.49.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D23071141","August 2023 rent","1","STOHILL","6336000.00","6336000.00","2023-07-11","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Stohill August 2023 rent for Eng Chigumira DM - South","specs/","STOHILL","10251351","2023-07-11 08:12:14","523001",,"direct_purchases/WhatsApp Image 2023-07-11 at 10.11.31.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2307187","July 2023 rent","1","zoomway","7000000.00","7000000.00","2023-07-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ZOOMWAY JULY RENT FOR SCSO SATANDE","specs/","zoomway","10251780","2023-07-18 13:31:21","523001",,"direct_purchases/ZOOMWAY July 2023  invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23071891","ADSL DATA BUNLDE","3","Telone","80109.00","240327.00","2023-07-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ADSL INTENSE DATA BUNDLE FOR GM, FM, &HRAM","specs/","Telone","10251778","2023-07-18 13:28:05","523001",,"direct_purchases/Quotation for Intense x3 JULY.pdf",,,,,,,,,,"Direct Purchase",,,"acc473330","harare"
"D23072523","August 2023 rent","1","zoomway","9600000.00","9600000.00","2023-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance Aug 2023  SCSO Njenda Glen view depot","specs/","zoomway","10252071","2023-07-25 11:38:54","523001",,"direct_purchases/1690285134WhatsApp Image 2023-07-25 at 13.21.39.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2307253","August 2023 rent","1","JJ MAINTENANCE","9000000.00","9000000.00","2023-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance Aug 2023 rent for SCSO Mwale ","specs/","JJ MAINTENANCE","10252064","2023-07-25 11:24:16","523001",,"direct_purchases/WhatsApp Image 2023-07-25 at 13.21.39.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23072532","August 2023 rent","1","zoomway","7000000.00","7000000.00","2023-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," zoomway Aug rent for SCSO Satande Borrowdale depot","specs/","zoomway","10252105","2023-07-25 11:17:52","523001",,"direct_purchases/Zetdc August 2023  invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23072552","July 2023 rent","1","zoomway","7000000.00","7000000.00","2023-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Zoomway July rent 2023 for SCSO Satande","specs/","zoomway","10251780","2023-07-25 11:13:31","523001",,"direct_purchases/WhatsApp Image 2023-07-25 at 13.12.58.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23072574","August 2023 rent","1","JJ MAINTENANCE","7150000.00","7150000.00","2023-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance Aug 2023 for SCSO Maorera","specs/","JJ MAINTENANCE","10252068","2023-07-25 11:27:19","523001",,"direct_purchases/1690284439WhatsApp Image 2023-07-25 at 13.21.39.jpeg",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23072577","August 2023 rent","1","Guest and Tanner","5175.00","5175.00","2023-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner Aug rent for Ruwa depot","specs/","Guest and Tanner","10252060","2023-07-25 11:20:40","523001",,"direct_purchases/August Rent Invoice - ZETDC - 654 SHUMBA CLOSE RUWA.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23072693","August 2023 rent","1","Crusader Real Estate","7342195.00","7342195.00","2023-07-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," crudader August rent for Eng Tachiona NDE","specs/","Crusader Real Estate","10252240","2023-07-26 13:44:19","523001",,"direct_purchases/Crusader AUGUST 2023 INVOICE.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23082958","coffee machine ingredients","1","REFRESH BEVERAGES","5338025.00","5338025.00","2023-08-29","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," COFFEE MACHINE INGREDIENTS

","specs/","REFRESH BEVERAGES","10253783","2023-08-29 13:54:10","523001",,"direct_purchases/QTN-ZWL-23-0016 ZETDC HARARE REGION.pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D23082967","September 2023 rental","1","Crusader Real Estate","1100.00","1100.00","2023-08-29","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," crusader real estate ","specs/","Crusader Real Estate","10253744","2023-08-29 13:59:17","523001",,"direct_purchases/ZETDC SEPTEMBER 2023 INVOICE.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23083183","September 2023 rental","1","Sandeven","850.00","850.00","2023-08-31","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sandevan september 2023 rentals for mr makove projects","specs/","Sandeven","10254204","2023-08-31 13:38:23","523001",,"direct_purchases/Sandavan sept inv. 2023.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D23122035","Newspaper subscriptions","1","Zimbabwe Newspapers","1268800.00","1268800.00","2023-12-14","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Herald (mon-sat) and Sunday Mail subscription for DM & Snr Eng for 3 months","specs/","Zimbabwe Newspapers","10261070","2023-12-20 13:59:42","524601",,"direct_purchases/Zimpapers Invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D24022346","Institute of People Management of Zimbabwe Members","1","IPMZ","29935500.00","29935500.00","2024-02-23","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," IPMZ Membership Fees
","specs/","IPMZ","10264755","2024-02-23 07:21:47","524601",,"direct_purchases/ZWL invoice  2024-418.pdf",,,,,,,,,,"Direct Purchase",,,"acc473820","harare"
"D24032167","TRENCHING","20","MOUNT SINAI","50.00","1000.00","2024-03-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/","  TRENCHING","specs/","MOUNT SINAI","10265150","2024-03-21 10:25:57","522301",,"direct_purchases/24046 ZETDC COVENTRY TANK CONVERSION & CLEANING, QUOTATION (USD). Revised - 19.03.2024 (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc404088","harare"
"D24032776","CONDUCTOR SCA 100MM2 NEW BARE / DOG","1500","CAFCA","8261.43","12392145.00","2024-03-15","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," CONDUCTOR SCA 100MM2 NEW/BARE DOG","specs/","CAFCA","10265130","2024-03-27 10:42:20","522301",,"direct_purchases/Xerox Scan_26032024101246.PDF",,,,,,,,,,"Direct Purchase",,,"acc404087","harare"
"D24032829","refuse collection","1","Family Kraal","480.00","480.00","2024-03-28","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," refuse collection","specs/","Family Kraal","10266948","2024-03-28 07:05:09","523001",,"direct_purchases/MARCH 2024 INVOICE (2).pdf",,,,,,,,,,"Direct Purchase",,,"acc474020","harare"
"D24032836","LUNCH","50","Barcelos","840000.00","42000000.00","2024-03-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," REQUEST FOR LUNCH MEALS FOR THE COPPER HARVEST TEAMS AT BORROWDALE CSC
","specs/","Barcelos","10266767","2024-03-28 09:52:39","522301",,"direct_purchases/Xerox Scan_28032024091247.PDF",,,,,,,,,,"Direct Purchase",,,"acc473330","harare"
"D24032857","drain inspection fees","1","Ruwa Local board","15.00","15.00","2024-03-28","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ruwa Drain inspection","specs/","Ruwa Local board","10266944","2024-03-28 07:12:25","523001",,"direct_purchases/WhatsApp Image 2024-03-28 at 9.10.18 AM.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473440","harare"
"D24032894","LUNCH","50","SIMBISA BRANDS","840000.00","42000000.00","2024-03-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," REQUEST FOR LUNCH MEALS FOR THE COPPER HARVEST TEAMS AT BORROWDALE CSC
","specs/","SIMBISA BRANDS","10266769","2024-03-28 09:54:47","522301",,"direct_purchases/Xerox Scan_28032024091312.PDF",,,,,,,,,,"Direct Purchase",,,"acc404110","harare"
"D24040251","TRUCK HIRE toyota hino  ranger AFZ3793","1","Wonder Jongwe","3270.00","3270.00","2024-04-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," hired vehicle","specs/","Wonder Jongwe","10267031","2024-04-02 10:43:09","523001",,"direct_purchases/WhatsApp Image 2024-04-02 at 12.42.12 PM.jpeg",,,,,,,,,,"Direct Purchase",,,"acc473600","harare"
"D24041928","test","1","test","15.00","15.00","2024-04-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," test","specs/","test","12345678","2024-04-19 09:13:05","527001",,"direct_purchases/Curriculum vitae for ashley mugwambi (django).pdf",,,,,,,,,,"Direct Purchase",,,"acc403500","harare"
